INDUSTRY_NAME,franchise_name,city,space,investment,no_of_outlets
Food Franchise,MOMOs FEVER,"Varanasi, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,MELTS CRUNCHEESE,"Bengaluru, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Bagara Biryani Cafe,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 20lakhs-30lakhs,10 - 20
Food Franchise,Sweet Chariot,"Bengaluru, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,London Bubble Co,"Mumbai, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,40 - 80
Food Franchise,Indian Chaat Factory,"Noida, India",750 - 1000 Sq.ft,Rs. 40Lakhs- 50Lakhs,160 - 300
Food Franchise,NAMMA RICEBATH,"Bengaluru, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Food Franchise,Creameryhut,"Delhi, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,Foodontable,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Winoors Pizza,"Ghaziabad, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,Thorats Baarbeque Misal,"Pune, India",1000 - 2000 Sq.ft,Rs. 20lakhs-30lakhs,10 - 20
Food Franchise,Spiral Potato Franchise,"Vijayawada, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,40 - 80
Food Franchise,Cheelizza,"Mumbai, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,PIZZA STUDIO,"Delhi, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Bhopali Chaii Cafe,"Bhopal, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Trelish,"Pune, India",Less than 250 Sq.ft,Rs. 1 - 50000,Less than 10
Food Franchise,Tarbouche,"Bengaluru, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Talk On Tea,"Delhi, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Nectar  Nature,"Pune, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Better Burgers,"Bengaluru, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Food Franchise,Eatykart,"Bengaluru, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Food Franchise,Yup Fried Chicken,"Ludhiana, India",Less than 250 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Food Franchise,Chaat Di Hatti,"Indore, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,160 - 300
Food Franchise,Chicken Vicken,"Pune, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,300 - 500
Food Franchise,Tandoori Hut,"Faridabad, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Zeaqu,"Nagercoil, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Food Franchise,The Waffle Street,"Mohali, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,20 - 40
Food Franchise,Webdhaaba,"Delhi, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Go69 Pizza,"Lucknow, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Food Franchise,TORTILLA Tex-Mex Grill,"Bengaluru, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Michaels Icecream Burger,"Bengaluru, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,Tibbs Frankie,"Delhi, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Hunger Monks,"Bengaluru, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,DDCB Dilli De Chole Bhature,"Vadodara, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Food Franchise,INDIANCOOK,"Ujjain, India",Not Revealed Sq.ft,Not Revealed,No Franchisee
Food Franchise,Bawarchi,"Bangkok, Thailand",750 - 1000 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Food Franchise,The Bakery Basket,"Phagwara, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,Kailashparbat,"Mumbai, India",2000 - 3000 Sq.ft,Rs. 1crore-2crore,20 - 40
Food Franchise,Wingys,"Chandigarh, India",750 - 1000 Sq.ft,Rs. 40Lakhs- 50Lakhs,No Franchisee
Food Franchise,Trdlo,"Rajkot, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,Amritsar Haveli,"Amritsar, India",2000 - 3000 Sq.ft,Rs. 50Lakhs - 75Lakhs,20 - 40
Food Franchise,Kurtosshhh,"Pune, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,10 - 20
Food Franchise,Five Star Chicken,"Bengaluru, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,FishBite,"Karnal, India",250 - 500 Sq.ft,Rs. 40Lakhs- 50Lakhs,No Franchisee
Food Franchise,Foody Corner,"Ramagundam, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Shiv Sagar,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Coffee Culture,"Surat, India",1000 - 2000 Sq.ft,Rs. 1crore-2crore,20 - 40
Food Franchise,Haan De Biryani,"Koppal, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,MOTIMAHAL,"Delhi, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,160 - 300
Food Franchise,The House Of Momos,"Ahmedabad, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Frieday,"Ajmer, India",750 - 1000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Maa Ki Chai,"Pune, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,PAPAS RECIPE,"Kalady, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,The Freshnom Kitchen,"Nashik, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Indian Cookery Pvt. Ltd.,"Mumbai, India",2000 - 3000 Sq.ft,Not Revealed,No Franchisee
Food Franchise,SWS Veg Pizzaria,"Pune, India",2000 - 3000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Biggies Burger,"Bengaluru, India",500 - 750 Sq.ft,Rs. 20lakhs-30lakhs,20 - 40
Food Franchise,MONER SWAD,"24 Parganas (n), India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,Bangs,"Chennai, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,California Fried Chicken,"Delhi, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Raju Omlet,"Vadodara, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,20 - 40
Food Franchise,Cakermon,"Kolkata, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,80 - 160
Food Franchise,Yogoshack,"Hyderabad, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Bobs Shakes,"Gurgaon, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Chaat Puchka,"Indore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Food Franchise,In Out,"Bhopal, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Mr. Idli,"Mysuru, India",750 - 1000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,THE NETRIKS JOINT,"Mumbai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Mr Sandwich,"Lucknow, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,Midday Munchies,"Vadodara, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,HyperGO,"Adoor, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,10 - 20
Food Franchise,QUEEN STARTERS,"Tuticorin, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Food Franchise,CHAI HAI NA,"Ahmedabad, India",750 - 1000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Food Franchise,The Kebab House,"Bengaluru, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,Mast Banarasi Paan,"Varanasi, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,VIP Pizza,"Delhi, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Amol Shinde,"Mumbai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Kulhad Chai,"Lucknow, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Food Franchise,HOUSE OF VADA PAV,"Indore, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,TCA  THE CRUNCH AFFAIR,"Pune, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Food Franchise,Kouzina Cloud Kitchens,"Bengaluru, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,10 - 20
Food Franchise,Bigguys Wingery,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 40Lakhs- 50Lakhs,80 - 160
Food Franchise,Ozcan,"Glen Waverley, Australia",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Food Franchise,Froozo,"Mumbai, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,80 - 160
Food Franchise,Rollacosta,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Food Franchise,Medleys Pizza,"Raigad, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Momo Factory,"Thane, India",500 - 750 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Food Franchise,Dough Knots,"Kolkata, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Quick Bites,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Punjab Grill,"Gurgaon, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Nagesh Pav Bhaji,"Solapur, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Food Franchise,Panwaris,"Chennai, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Food Franchise,Truly Punjab,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Theism Cafez,"Jamnagar, India",1000 - 2000 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Food Franchise,Paanwaley,"Mohali, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Food Franchise,Mexican Fried Chicken,"Hyderabad, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Sha Sha Shawarama,"Hyderabad, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,The Chill Grill,"Rourkela, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Dessert Junction,"Mumbai, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,The Belgian Waffle Xpress,"Chandigarh, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Flavours Of Andhra,"Pune, India",2000 - 3000 Sq.ft,Rs. 40Lakhs- 50Lakhs,Less than 10
Food Franchise,What A Sandwich,"Pune, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,80 - 160
Food Franchise,Lassi N Cafe,"Mangalore, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,20 - 40
Food Franchise,Chai Fasr,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Art Of Indulgence,"Bengaluru, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,FRIESANDBURGERS Pvt Ltd,"Tirupati, India",1000 - 2000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Food Franchise,Kwality,"Chandigarh, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,THE SPOT,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,NutsnFlakes,"Pune, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Food Franchise,Milk Club Of India,"Vadodara, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Food Franchise,HUM TUM BUN TEA,"Lucknow, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Masti Chai,"Pune, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Bocs Pizza,"Coimbatore, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Morya Misal,"Pune, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,DL Cakers,"Pondicherry, India",,,
Food Franchise,Zomoz,"Hyderabad, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,Shree Rambhakta Bhojnalay Juice,"Bhilwara, India",,,
Food Franchise,Olio Pizza,"Bengaluru, India",500 - 750 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Food Franchise,AMERICAN BITES,"Bengaluru, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Kings Donne Biryani,"Bengaluru, India",750 - 1000 Sq.ft,Not Revealed,Less than 10
Food Franchise,Smoked BBQ Taxi,"Mysuru, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,160 - 300
Food Franchise,Big Mishra Pedha,"Hubballi-Dharwad, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,80 - 160
Food Franchise,The Fork Triangle,"Delhi, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Ark Agro,"Kolkata, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,CukNuk24,"Pune, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,CHAI DOSTI AMRUTTULYA,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Food Franchise,FRESHKINS,"Mumbai, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Cakelelo.com,"Gandhinagar, India",,,
Food Franchise,Rasamm,"Gurgaon, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Food Franchise,Recipe Mantra,", India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Chicken Xperience By Venkys,"Delhi, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,10 - 20
Food Franchise,Burger Daddy,"Ajmer, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,REDESH FRANCHISE WORLD,"Chennai, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,20 - 40
Food Franchise,Lassi N Shakes,"Hyderabad, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,20 - 40
Food Franchise,COOKIEMAN,"Chennai, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Shivalaya Masala Maniya,", India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Desi Burger,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,The Fritter Fry,"Indore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Hello Tamizha Chaat House And Waffles,"Tiruppur, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Aasife Biryani,"Thiruvananthapuram, India",750 - 1000 Sq.ft,Rs. 40Lakhs- 50Lakhs,20 - 40
Food Franchise,Cafe Chokolade,"Pune, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Food Franchise,Momories,"Agra, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Happy Gut,"Hyderabad, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Golden Foods,"Delhi, India",Less than 250 Sq.ft,Rs. 1 - 50000,Less than 10
Food Franchise,Swap,"Visakhapatnam, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Scalaks Veg Fast Foods,"Mumbai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,The Chicken Company,"Indore, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,40 - 80
Food Franchise,House Of Candy,"Delhi, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,80 - 160
Food Franchise,ONE BITE,"Delhi, India",750 - 1000 Sq.ft,Rs. 10Lakhs - 15Lakhs,300 - 500
Food Franchise,Haan D Biryani,"Kolkata, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,ALBAIK,"Lucknow, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,160 - 300
Food Franchise,FunChick Fried Chicken,"Indore, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,ZORKO,"Surat, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,300 - 500
Food Franchise,China Gate,"Delhi, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Food Franchise,Infinity Biryani Studio,"Pune, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,SmallCakes Cupcakery,", United States",1000 - 2000 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Bite Factory,"Sangli, India",1000 - 2000 Sq.ft,Rs. 40Lakhs- 50Lakhs,No Franchisee
Food Franchise,JUST BAKE,"Bengaluru, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,160 - 300
Food Franchise,UttaraFish,"Dehradun, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Miras Dial A Cake,"Bengaluru, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Food Franchise,Kathi Queen,"Delhi, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Moti Mahal Delux- Legendary Culinary,"Delhi, India",Less than 250 Sq.ft,Rs. 75Lakhs - 1Crore,No Franchisee
Food Franchise,Cook Nook Cafe,"Indore, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Food Franchise,THE WAFFLE WINGS,"Vasai-Virar, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,Nita Mehta,"Delhi, India",500 - 750 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Food Franchise,Menchies,"Delhi, India",Not Revealed Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,Le Cutlet Shop,"Coimbatore, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,420BurgerJoint,"Bhubaneswar, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Wrapafella,"Bengaluru, India",500 - 750 Sq.ft,Rs. 40Lakhs- 50Lakhs,No Franchisee
Food Franchise,Madras Circles,"Chennai, India",750 - 1000 Sq.ft,Rs. 20lakhs-30lakhs,10 - 20
Food Franchise,Chiragdinbiryani,"Delhi, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Danka,"Pune, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,PRIMECUTS,"Tiruchirappalli, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Shree Neelkanth Sweets and Namkeen,"Raigad, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Paratha Express,"Vadodara, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,THE WAFFLE CO.,"Delhi, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,80 - 160
Food Franchise,MFC - Mr.Fried Chicken,"Thane, India",Not Revealed Sq.ft,Rs. No Investment,No Franchisee
Food Franchise,The Belgian Waffle Bites,"Ajmer, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Bliss Veg Resto,"Mumbai, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Food Franchise,Assal Larilappa,"Vadodara, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Momo Hut,"Hazaribag, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Greater than 1200
Food Franchise,Wow VadaPav,"Indore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Mr Fresh,"Banda, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,JUMBOKING,"Mumbai, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,80 - 160
Food Franchise,Sachdevafoods,"Delhi, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Eggsplore,"Mumbai, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,10 - 20
Food Franchise,Chicago Crust,"Mumbai, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,La Pinoz Pizza,"Chandigarh, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,160 - 300
Food Franchise,Taj Biryani,"Pune, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Food Franchise,AUNTIE FUNGS,"Bengaluru, India",,,
Food Franchise,The Granios,"Khammam, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Lassi Corner,"Bengaluru, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Food Franchise,S S Ice Cream Pvt Ltd,"Rajkot, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,24Foodsin,"Pune, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Fat Tiger Begumpet,"Hyderabad, India",2000 - 3000 Sq.ft,Rs. 40Lakhs- 50Lakhs,40 - 80
Food Franchise,Bubble Rush,"Pune, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Waffle Crush,"Delhi, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Oyalo,"Chennai, India",Less than 250 Sq.ft,Rs. 1 - 50000,80 - 160
Food Franchise,MANJULA VENTURES,"Pune, India",Less than 250 Sq.ft,Rs. 1 - 50000,Less than 10
Food Franchise,Mister Idaliwala,"Satara, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Any Drand,"Ludhiana, India",2000 - 3000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Food Franchise,Mr. Puff,"Vadodara, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Food Franchise,Moti Mahal Group,"Delhi, India",750 - 1000 Sq.ft,Rs. 30lakhs-40lakhs,No Franchisee
Food Franchise,Grill Masters,"Yamunanagar, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,Belgian Waffle Factory,"Bengaluru, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Food Franchise,Dha Ca Phe,"Mumbai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,PIZZATODAY,"Singrauli, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,80 - 160
Food Franchise,Thanco Fresh Fruit Icecream,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Food Franchise,Food Hut,"Varanasi, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Food Franchise,The Engineer Bhaya,"Delhi, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Food Franchise,Jai Anand,"Coimbatore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Food Franchise,Brownie Xpress,"Bengaluru, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Grabz,"Hyderabad, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Burger Brothers,"Murbad, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Chutneys Cafe,"Bengaluru, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,40 - 80
Food Franchise,NYK,"Rudrapur, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Cake And Bake,"Kolkata, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,80 - 160
Food Franchise,Vegas 21,"Ludhiana, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Chaat Adda,"Indore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Food Franchise,CakeFIte,"Kolkata, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Biryani Queen,"Gurgaon, India",750 - 1000 Sq.ft,Rs. 30lakhs-40lakhs,Less than 10
