INDUSTRY_NAME,franchise_name,city,space,investment,no_of_outlets
Consultancy Franchise,Ace India Consultancy,"Ahmedabad, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Firstcall HResource Pvt.,"Noida, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Lavanya Management Services,"Noida, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,My Job India,"Ernakulam, India",Not Revealed Sq.ft,Not Revealed,No Franchisee
Consultancy Franchise,Orange Solutions,"Chandigarh, India",750 - 1000 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Jobs Omega,"Kochi, India",1000 - 2000 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Sky High Solutions,"Rajkot, India",250 - 500 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Best Brain Technologies and Resources Pvt. Lt,"Pune, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,COSYN,"Hyderabad, India",250 - 500 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,RD Multivision Solutions,"Pune, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Unidus Services (Manpower) Pvt.Ltd,"Thane, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,121 Jobs,"Jaipur, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Aviators Hub,"Chandigarh, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Shikhar Job Placement Consultants,"Meerut, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,IBSL Education Immigration Consulta,"Haridwar, India",1000 - 2000 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,DNS Overseas,"Gurgaon, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,ComPAS Now,"Bengaluru, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Sandharshini,"Vijayawada, India",Not Revealed Sq.ft,Not Revealed,No Franchisee
Consultancy Franchise,Wonder Placements,"Rajkot, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Universal Hunt,"Ahmedabad, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Consultancy Franchise,Vcare,"Chennai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,DreamJobz,"Pondicherry, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Step Placements,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,GenXt Consulting,"Bengaluru, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,9pax Restaurant Consultants Pvt.Ltd,"Mysuru, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,FranchiseBazar,"Bengaluru, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Consultancy Franchise,Scott Education and Immigration Services Pvt,"Chandigarh, India",500 - 750 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,98930 33124,"Indore, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,20 - 40
Consultancy Franchise,Pegasus Facilities,"Chennai, India",Greater than 5000 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Consultancy Franchise,PlacementForIndia,"Hassan, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Visa Hub,"Delhi, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,CareerZodiac,"Ahmedabad, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Spotlight,"Dombivli, India",Less than 250 Sq.ft,Rs. No Investment,Less than 10
Consultancy Franchise,Shree Balaji Manpower Consultancy,"Pune, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Numarrollge,"Kakinada, India",Less than 250 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Consultancy Franchise,CIERO Recruitments LLP,"Ahmedabad, India",Less than 250 Sq.ft,Rs. 1 - 50000,Not Revealed
Consultancy Franchise,Mangal Management Services,"Panvel, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Corporate Buddha Consulting Services Pvt. Ltd,"Hyderabad, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Transglobe Consultancy Services Inc.,"Ahmedabad, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,DREAMS WEDDING SOLUTIONS,"Thrissur, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Consultancy Franchise,HumanCapital Management Pvt. Ltd.,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,TIGI HR,"Ahmedabad, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Consultancy Franchise,360 Business Consulting,"Indore, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Consultancy Franchise,Valet Migration,"Sydney, Australia",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Consultancy Franchise,OPERON STRATEGIST,"Pune, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Consultancy Franchise,Morpheus Human Consulting Pvt. Ltd,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Disha Placement,"Udaipur, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Consultancy Franchise,AstroKapoor,"Delhi, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Consultancy Franchise,Velankani Consultancy Services,"Mumbai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,MyNaukriIndia,"Ludhiana, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,DeeEss,"Chennai, India",750 - 1000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Consultancy Franchise,Naukri Solution,"Delhi, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Pacific Placements Business Consultancy,"Mumbai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Consultancy Franchise,Beltronic Consultancy Pvt Ltd,"Mumbai, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,CareerOrissa,"Bhubaneswar, India",500 - 750 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Courier,"Aurangabad, India",250 - 500 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Disha Consultants,"Ahmedabad, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Gi Careers,"Delhi, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Disha Group,"Mumbai, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Pour Vous Consulting,"Kolkata, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Bhagavathi Ana Labs Limited,"Hyderabad, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Indglobal Digital,"Bengaluru, India",3000 - 5000 Sq.ft,Rs. 75Lakhs - 1Crore,10 - 20
Consultancy Franchise,Enterprise Risk Professionals LLP,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,ProcessLOGIX,"Thane, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Consultancy Franchise,Synergy Management Advisors P Ltd,"Pune, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Net Planet Education,"Chandigarh, India",1000 - 2000 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Max Overseas Solutions Pvt. Ltd,"Mohali, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,IPF Consultancy,"Bengaluru, India",,,
Consultancy Franchise,VEDVYAS,"Puri, India",Not Revealed Sq.ft,Not Revealed,No Franchisee
Consultancy Franchise,Vxjc,"Ernakulam, India",250 - 500 Sq.ft,Rs. 1 - 50000,Less than 10
Consultancy Franchise,Treatwell International,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,JobRace,"Bengaluru, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Bagghi Placement Services Pvt Ltd,"Delhi, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Acophil Consultants,"Delhi, India",750 - 1000 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Alliance Business Solutions,"Pune, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Premier Consultants,"Rajkot, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Ashoka NGO Consultancy,"Nagpur, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Oasis Resource Management Pvt Ltd.,"Delhi, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Shubhmilan Matrimony,"Thane, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,AEC - Abroad Education Consultants,"Delhi, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,MK Strategic Management Consultants Pvt Ltd,"Bilaspur, India",750 - 1000 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Le Spirit Hospitality Services Pvt Ltd,"Delhi, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Consultancy Franchise,Eximjobs,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Real Biz,"Kolhapur, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,CRYSTALPOOLS,"Pune, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Consultancy Franchise,Unnati Consultants,"Lucknow, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,2Soft Solutions,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Jobs Chronicle,"Hyderabad, India",250 - 500 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Dinero Services,"Dombivli, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,2nd VIVAH,"Hyderabad, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Rao Overseas Consultancy Pvt. Ltd.,"Ahmedabad, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,TIGI HR SOLUTION PVT LTD,"Rajkot, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Consultancy Franchise,M.S. Education Consultant,"Anand, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Consultancy Franchise,Leap Overseas Consultants,"Hyderabad, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Weg HR Services LLP,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,JobsEnsure.com,"Vadodara, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Consultancy Franchise,Sterling Placements,"Hyderabad, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Consultancy Franchise,Global Job Solutions,"Gurgaon, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,10 - 20
Consultancy Franchise,Lagnabureau,"Vadodara, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Consultancy Franchise,Ero Consultancy,"Coimbatore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Career Zone,"Coimbatore, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Consultancy Franchise,Antal,"Mumbai, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Financial Service Franchise,Hem Securities,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Venice Banks,"Chennai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,V Secure,"Gurgaon, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Kosher Proctor (I) Pvt. Ltd.,"Hyderabad, India",,,
Financial Service Franchise,Regal Broker,"Delhi, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,20 - 40
Financial Service Franchise,Financial Hospital,"Mumbai, India",250 - 500 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Idafa,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Realcash,"Delhi, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,Not Revealed
Financial Service Franchise,Spark Insurance Services,"Coimbatore, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Financial Service Franchise,Pcexmember,"Delhi, India",Less than 250 Sq.ft,Rs. 1 - 50000,80 - 160
Financial Service Franchise,Anand Rathi,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Investmentz,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,LoanOnMind,"Visakhapatnam, India",750 - 1000 Sq.ft,Rs. 2Crore - 5Crore,Less than 10
Financial Service Franchise,HITACHI,"Bengaluru, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,800 - 1200
Financial Service Franchise,Motilal Oswal,"Mumbai, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Financial Service Franchise,Almondz,"Delhi, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,ABLE Direct,"Bengaluru, India",Less than 250 Sq.ft,Rs. 1crore-2crore,Less than 10
Financial Service Franchise,KCCSL,"Lucknow, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Myfundbucket,"Mumbai, India",500 - 750 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Pritesh Shah,"Vadodara, India",500 - 750 Sq.ft,Rs. 2Crore - 5Crore,No Franchisee
Financial Service Franchise,Shree Kripa Motors Pvt Ltd,"Vadodara, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Motilal Oswal AMC,"Bengaluru, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,Greater than 1200
Financial Service Franchise,LoanShoan,"Faridabad, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Financial Service Franchise,Mypaisaa,"Hyderabad, India",250 - 500 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Financial Service Franchise,ABS Gold Loan,"Kolkata, India",Less than 250 Sq.ft,Rs. 1crore-2crore,Less than 10
Financial Service Franchise,Vakrangee Franchise  Kendra,"Balangir, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,LINKTECH,"Ernakulam, India",250 - 500 Sq.ft,Rs. No Investment,Less than 10
Financial Service Franchise,Pentad,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,NIVA BUPA HEALTH INSURANCE CO LTD,"Vadodara, India",Less than 250 Sq.ft,Rs. No Investment,80 - 160
Financial Service Franchise,Moneyplant,"Ghaziabad, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Dalal Times,"Bengaluru, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Links Consultancy Services,"Chennai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Easy Lending,"Pune, India",Less than 250 Sq.ft,Rs. 1 - 50000,10 - 20
Financial Service Franchise,India Infoline - IIFL,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Om Sai Enterprises,"Mumbai, India",500 - 750 Sq.ft,Rs. No Investment,Less than 10
Financial Service Franchise,Parsoli,"Ahmedabad, India",250 - 500 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Shreni,"Mumbai, India",Not Revealed Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Farsight,"Delhi, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,First Futures,"Chennai, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Bizventify Pay,"Goalpara, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,10 - 20
Financial Service Franchise,PNB Housing Finance Limited,"Delhi, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,Sykes Ray Equities,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Junjharji Investment,"Kolkata, India",250 - 500 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Golden Eye Software,"Chandigarh, India",Not Revealed Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Finequs,"Chennai, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Financial Service Franchise,SKI,"Delhi, India",750 - 1000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Ajcon,"Mumbai, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Sukhmani Forex Services,"Delhi, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Fortune Equity Brokers India Limited,"Mumbai, India",500 - 750 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Financial Service Franchise,Kaycee Securities,"Mumbai, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Nam Group of Companies,"Coimbatore, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,CFS Financial Services,"Delhi, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,BMA Wealth Creators,"Coimbatore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,Adroit,"Ghaziabad, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Tradeswift Broking Pvt. Ltd.,"Jaipur, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Orange City Business Group,"Warud, India",Less than 250 Sq.ft,Rs. 1 - 50000,300 - 500
Financial Service Franchise,Capital Funding,"Bengaluru, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Financial Service Franchise,Straetus Debt Collection,"Amsterdam, Netherlands The",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,Royal Financial,"Kanpur, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,LOAN CHACHA,"Jaipur, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Financial Service Franchise,Gigantic,"Kanpur, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,BitcoinSher,"Pune, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,Not Revealed
Financial Service Franchise,Times of Money,"Mumbai, India",500 - 750 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Farsight Securities Limited,"Delhi, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,80 - 160
Financial Service Franchise,LiveTips,"Bengaluru, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Samadhan Consultancy Services,"Kolkata, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Invest shoppe,"Delhi, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Adventures lndia,"Chennai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,Third World Finance,"Delhi, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Alankit,"Delhi, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Accord,"Ahmedabad, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Financial Service Franchise,SMC Global Securities Ltd.,"Delhi, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Reliance Life Insurance Co Ltd,"Mumbai, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,ApnaPaisa,"Mumbai, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,lnsurancezone,"Chennai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Vehicle Loan,"Agra, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Financial Service Franchise,LKP,"Mumbai, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,ILFS,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,MyPaisaa,"Hyderabad, India",250 - 500 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Financial Service Franchise,B D Shah,"Mumbai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,Bonanza,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,FranchiseBazar,"Bengaluru, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Financial Service Franchise,Vision Redefine,"Pune, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Sharekhan Ltd.,"Mumbai, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Financial Service Franchise,Unnati Consultants,"Lucknow, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Vedantv Asset,"Ranchi, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Financial Service Franchise,Destimoney,"Mumbai, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,CFO ONE,"Delhi, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Religare,"Noida, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Shriram groups,"Chennai, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Umesh Kumar,"Seohara, India",250 - 500 Sq.ft,Rs. 1 - 50000,Less than 10
Financial Service Franchise,Hira Stocks Solution,"Delhi, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,ToshaniIndia,"Gurgaon, India",Less than 250 Sq.ft,Rs. 5Crore - 10Crore,160 - 300
Financial Service Franchise,Firoj Khan,"Jaipur, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Financial Service Franchise,Bimabazaar,"Kolkata, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Financial Service Franchise,Iventures Capital,"Faridabad, India",250 - 500 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Financial Service Franchise,RGIS Inventory Specialist,"Coleshill, United Kingdom",Less than 250 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Financial Service Franchise,Wellindia,"Noida, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Amore Growth Financials,"Indore, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Digital Dreams Infotech,"Surat, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Financial Service Franchise,Financial Services,"Mumbai, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Financial Service Franchise,Bezel Stock Brokers,"Delhi, India",250 - 500 Sq.ft,Rs. No Investment,No Franchisee
Financial Service Franchise,Pride Commodity,"Ahmedabad, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Financial Service Franchise,Ventura,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Harkirat Consultancy,"Rajpura, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Financial Service Franchise,Intelacoin,"Atlanta, United States",Less than 250 Sq.ft,Rs. 30lakhs-40lakhs,20 - 40
Financial Service Franchise,DreamGains,"Bengaluru, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Financial Service Franchise,Fynmate,"Noida, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Financial Service Franchise,Loanwalle,"Delhi, India",Less than 250 Sq.ft,Rs. 30lakhs-40lakhs,No Franchisee
Financial Service Franchise,Aditya Trading Solutions Pvt Ltd,"Bengaluru, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,300 - 500
Food Franchise,Chai Nashedi Gang Organisation,"Indore, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,U.S Pizza Fried Chicken,"Jaipur, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Food Franchise,Yelneer Katte,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,PeethMart,"Nashik, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Food Franchise,Big Wong,"Gurgaon, India",1000 - 2000 Sq.ft,Rs. 50Lakhs - 75Lakhs,No Franchisee
Food Franchise,Chakknacom,"Thane, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,160 - 300
Food Franchise,Bros Pizza,"Noida, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Food Franchise,Bean Stop Cafe,"Mysuru, India",,,
Food Franchise,Lalaji Dilli Wale,"Indore, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
